Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,2330.000000,2334.149902,2291.850098,2305.949951,2305.949951,475779
2022-08-02,2305.949951,2305.949951,2265.300049,2282.800049,2282.800049,301778
2022-08-03,2282.000000,2328.000000,2261.000000,2320.000000,2320.000000,672850
2022-08-04,2345.000000,2386.949951,2308.000000,2371.449951,2371.449951,1057557
2022-08-05,2380.000000,2410.000000,2365.000000,2394.850098,2394.850098,451844
2022-08-08,2399.949951,2408.199951,2364.550049,2391.149902,2391.149902,305148
2022-08-10,2390.000000,2391.149902,2312.750000,2364.399902,2364.399902,398935
2022-08-11,2380.699951,2429.850098,2380.699951,2424.750000,2424.750000,451705
2022-08-12,2426.199951,2427.949951,2362.550049,2373.949951,2373.949951,485288
2022-08-16,2413.899902,2413.899902,2343.500000,2353.750000,2353.750000,278989
2022-08-17,2369.800049,2419.000000,2348.149902,2404.399902,2404.399902,554084
2022-08-18,2404.000000,2419.000000,2353.000000,2411.199951,2411.199951,462934
2022-08-19,2423.000000,2444.899902,2372.250000,2394.149902,2394.149902,614666
2022-08-22,2389.000000,2389.000000,2330.000000,2346.300049,2346.300049,688091
2022-08-23,2310.000000,2315.399902,2215.100098,2264.949951,2264.949951,911999
2022-08-24,2275.000000,2294.199951,2210.000000,2220.399902,2220.399902,591632
2022-08-25,2239.800049,2245.000000,2188.000000,2192.949951,2192.949951,362956
2022-08-26,2221.550049,2232.949951,2156.850098,2166.050049,2166.050049,537381
2022-08-29,2075.000000,2119.949951,2062.050049,2087.300049,2087.300049,582186
2022-08-30,2146.000000,2148.949951,2090.100098,2130.949951,2130.949951,549308
2022-09-01,2118.000000,2137.800049,2081.000000,2094.600098,2094.600098,532533
2022-09-02,2116.250000,2116.850098,2070.050049,2072.850098,2072.850098,524466
2022-09-05,2073.000000,2098.199951,2070.250000,2092.399902,2092.399902,392956
2022-09-06,2100.000000,2111.699951,2055.050049,2061.050049,2061.050049,590972
2022-09-07,2055.000000,2092.199951,2035.000000,2083.949951,2083.949951,457584
2022-09-08,2122.000000,2136.600098,2081.550049,2096.600098,2096.600098,371054
2022-09-09,2121.750000,2158.000000,2092.000000,2144.850098,2144.850098,348807
2022-09-12,2166.000000,2178.850098,2141.149902,2160.600098,2160.600098,538099
2022-09-13,2180.000000,2182.000000,2143.149902,2152.100098,2152.100098,384532
2022-09-14,2075.300049,2103.750000,2075.300049,2089.649902,2089.649902,687260
2022-09-15,2100.100098,2111.350098,2071.050049,2096.649902,2096.649902,226664
2022-09-16,2090.000000,2090.500000,2002.150024,2016.349976,2016.349976,582948
2022-09-19,2023.949951,2040.000000,1991.099976,2028.150024,2028.150024,443410
2022-09-20,2035.400024,2115.000000,2035.400024,2072.850098,2072.850098,526606
2022-09-21,2064.949951,2095.699951,2050.000000,2075.100098,2075.100098,363504
2022-09-22,2051.649902,2097.899902,2045.050049,2058.699951,2058.699951,402091
2022-09-23,2031.000000,2076.899902,2010.500000,2019.449951,2019.449951,472795
2022-09-26,2005.000000,2064.500000,1981.550049,2042.800049,2042.800049,569497
2022-09-27,2051.000000,2084.100098,2018.050049,2052.750000,2052.750000,520323
2022-09-28,2050.500000,2099.000000,2042.000000,2082.500000,2082.500000,602215
2022-09-29,2100.949951,2108.500000,2051.250000,2075.949951,2075.949951,1543877
2022-09-30,2052.000000,2105.000000,2052.000000,2087.649902,2087.649902,891735
2022-10-03,2088.050049,2097.899902,2000.099976,2006.300049,2006.300049,693743
2022-10-04,2040.000000,2078.100098,2026.300049,2068.000000,2068.000000,835622
2022-10-06,2079.000000,2130.550049,2075.050049,2122.050049,2122.050049,1035068
2022-10-07,2137.800049,2139.800049,2083.500000,2118.449951,2118.449951,449791
2022-10-10,2080.000000,2133.000000,2068.000000,2126.500000,2126.500000,329230
2022-10-11,2137.699951,2153.600098,2080.000000,2093.800049,2093.800049,601969
2022-10-12,2090.000000,2105.000000,2046.000000,2087.600098,2087.600098,481258
2022-10-13,2078.000000,2105.800049,2059.000000,2086.600098,2086.600098,217471
2022-10-14,2138.000000,2150.000000,2097.000000,2105.699951,2105.699951,578289
2022-10-17,2100.000000,2112.000000,2082.199951,2100.949951,2100.949951,321142
2022-10-18,2111.699951,2132.000000,2106.000000,2115.000000,2115.000000,311138
2022-10-19,2117.000000,2125.449951,2106.750000,2109.449951,2109.449951,149644
2022-10-20,2100.000000,2151.000000,2071.550049,2147.399902,2147.399902,418957
2022-10-21,2120.000000,2130.000000,2032.349976,2042.949951,2042.949951,1176766
